qid,gold_e2,pred_e2,em,x_rank,confidence
88,114102,90344,0,41,0.8576420843601227
89,93874,79379,0,387,0.9046519696712494
90,70571,128498,0,32,0.8928181529045105
91,136895,125123,0,52,0.9066621959209442
92,72804,176573,0,35,0.8372139036655426
93,117900,82561,0,4269,0.8806918263435364
94,121748,72976,0,110,0.8844151198863983
95,86659,109129,0,1826,0.8937779664993286
96,75255,192085,0,14371,0.85073322057724
97,76050,76050,1,1,0.879440575838089
98,83221,121824,0,21184,0.8964870870113373
99,105269,131065,0,2,0.8900713920593262
100,85622,101582,0,4663,0.8969384431838989
101,108262,123374,0,10994,0.8924798965454102
102,133149,127553,0,12592,0.8895814716815948
103,113885,85338,0,791,0.8936284482479095
104,99821,114258,0,34,0.8962187767028809
105,71140,93360,0,391,0.9376718401908875
106,136471,98278,0,4,0.8883011937141418
107,126029,89297,0,1886,0.8445285260677338
108,96941,84018,0,7,0.8958497643470764
109,95273,117796,0,242,0.9122253954410553
110,108286,113083,0,1283,0.9059796333312988
111,114092,194888,0,5418,0.8626630008220673
112,131735,128845,0,3,0.9039238393306732
113,131856,84018,0,7549,0.8859956860542297
114,86081,85024,0,7646,0.8834627568721771
115,73297,111819,0,3328,0.8898806273937225
116,111802,118740,0,1147,0.8749878704547882
117,96860,84018,0,4013,0.8856255114078522
118,113658,80330,0,7962,0.8793786466121674
119,129588,124049,0,11752,0.9238771200180054
120,114969,71988,0,6,0.8512552678585052
121,131034,87793,0,92,0.909949779510498
122,127010,97103,0,838,0.8935182988643646
123,124709,107916,0,6054,0.9142482876777649
124,70342,74001,0,5808,0.8596563935279846
125,81879,71565,0,692,0.922541618347168
126,89142,103040,0,1615,0.9221809804439545
127,129440,106923,0,22238,0.884112685918808
128,129591,109352,0,1064,0.8747977912425995
129,105412,105412,1,1,0.9090841710567474
130,71781,114506,0,715,0.9188132882118225
131,125038,77186,0,2556,0.8891830742359161
132,83883,83522,0,33,0.8520978689193726
133,74227,85492,0,371,0.899398922920227
134,91832,133864,0,46114,0.8889262974262238
135,79518,82975,0,1861,0.9316863119602203
136,132419,137052,0,9422,0.8698253631591797
137,124896,90772,0,118,0.9249885678291321
138,103211,80289,0,365,0.8651159703731537
139,127919,110034,0,152,0.8647481799125671
140,121060,93750,0,203,0.879575788974762
141,100582,123508,0,4,0.8872299790382385
142,78847,94158,0,2,0.8866151571273804
143,89387,104192,0,80,0.927553802728653
144,76615,93306,0,75,0.9404916167259216
145,78428,130167,0,481,0.8909048140048981
146,78135,82167,0,33917,0.8941923379898071
147,121765,132745,0,226,0.9323883056640625
148,137917,89999,0,8,0.9233562350273132
149,86736,98477,0,273,0.8892370760440826
150,135877,76766,0,9,0.8795349597930908
151,116480,98106,0,1225,0.9257713556289673
152,88479,102499,0,25275,0.9264049232006073
153,94405,125246,0,31,0.909855991601944
154,83013,71261,0,81,0.9102541208267212
155,109600,128845,0,7974,0.8817729949951172
156,135627,85338,0,8859,0.8820168673992157
157,123915,95757,0,29,0.9150294959545135
158,125588,195351,0,374,0.8815377950668335
159,120346,116236,0,2187,0.8738848567008972
160,99673,109229,0,1266,0.88400998711586
161,131518,73722,0,430,0.8895482420921326
162,131778,78672,0,24258,0.8643480539321899
163,134199,175440,0,190,0.9404173493385315
164,105358,128872,0,747,0.8877981901168823
165,121077,112332,0,3944,0.9046070575714111
166,124384,77370,0,2,0.8565737307071686
167,115021,121551,0,37,0.8802808225154877
168,102794,138091,0,192,0.870208352804184
169,135259,97452,0,371,0.9249065220355988
170,136309,136309,1,1,0.8824604153633118
171,96059,137561,0,7790,0.8852563798427582
172,79027,187517,0,1397,0.8707201778888702
173,116796,90865,0,98,0.8834192752838135
174,135445,90266,0,246,0.8804851174354553
175,113078,117759,0,399,0.8936178088188171
176,131857,75025,0,3415,0.8791188299655914
177,72318,101519,0,17665,0.8793478608131409
178,94863,79626,0,27,0.8602084517478943
179,104006,136410,0,56,0.8900602161884308
180,77601,79422,0,27,0.8905346989631653
181,116694,136156,0,15,0.9313728213310242
182,110120,136221,0,13546,0.863789975643158
183,116473,182647,0,6,0.8849153518676758
184,76163,74700,0,13,0.9091016352176666
185,94931,94931,1,1,0.903355747461319
186,133915,131701,0,27705,0.8590869605541229
187,83882,118139,0,4843,0.8758787214756012
188,98337,87781,0,1931,0.8501051962375641
189,112910,74887,0,105,0.9293188452720642
190,100450,109302,0,2,0.8749929368495941
191,132048,81510,0,56,0.9424919486045837
192,130442,182343,0,1826,0.8517710566520691
193,129699,130166,0,243,0.869394451379776
194,106896,74151,0,499,0.8917482495307922
195,72799,136516,0,5684,0.8951374888420105
196,95783,84024,0,72,0.8831540644168854
197,104403,80168,0,2048,0.8869882524013519
198,82086,81423,0,377,0.9453272819519043
199,99026,98106,0,927,0.9408998787403107
200,107126,80271,0,441,0.9250633716583252
201,106321,106321,1,1,0.8656585812568665
202,107481,74834,0,216,0.8874784708023071
203,126123,104861,0,4282,0.9122181832790375
204,75805,130799,0,500,0.9271467328071594
205,81906,101846,0,160,0.9205750226974487
206,90691,123374,0,9665,0.8409796357154846
207,138003,137241,0,38,0.8750316798686981
208,93935,72552,0,7985,0.8781755566596985
209,99793,109222,0,2722,0.891223132610321
210,80386,75183,0,1569,0.8835004568099976
211,103036,111825,0,6295,0.8815213143825531
212,118026,125872,0,18047,0.8946854174137115
213,132143,76570,0,58532,0.8793231844902039
214,73354,97936,0,2780,0.8985584378242493
215,101529,179707,0,13,0.9047015309333801
216,82466,132742,0,1574,0.8839976191520691
217,114073,83281,0,1196,0.9348043501377106
218,127423,73002,0,796,0.8900963068008423
219,134986,185225,0,3363,0.8747710585594177
220,78249,78249,1,1,0.9193933308124542
221,80293,128085,0,9772,0.9070072174072266
222,84754,119205,0,349,0.8861889243125916
223,75698,132946,0,14548,0.8907707929611206
224,129011,127042,0,2239,0.8717944324016571
225,120669,93306,0,41,0.9461466372013092
226,90919,83522,0,6819,0.8727806210517883
227,109966,94504,0,286,0.9318029284477234
228,139643,131597,0,30,0.9224380254745483
229,101828,108689,0,53,0.853239893913269
230,135469,126095,0,4,0.8829664289951324
231,105499,180065,0,521,0.9021968841552734
232,81904,76289,0,363,0.9504200518131256
233,92244,139418,0,45,0.9224930107593536
234,90618,105506,0,4,0.9013970494270325
235,107433,107433,1,1,0.903412789106369
236,75375,94718,0,21,0.8653347194194794
237,110443,110443,1,1,0.9062404632568359
238,89496,129261,0,84,0.9380583167076111
239,139117,105242,0,4393,0.8751879036426544
240,97525,71718,0,9,0.9100959599018097
241,82125,110543,0,327,0.9210900068283081
242,121898,121898,1,1,0.9107587337493896
243,91219,105801,0,28218,0.8736113607883453
244,119685,109994,0,446,0.9264375269412994
245,131351,90744,0,2565,0.8673610389232635
246,82686,75362,0,5262,0.9115285873413086
247,72370,196781,0,497,0.9065643548965454
248,70975,199810,0,577,0.9209678173065186
249,110124,97132,0,158,0.9087368547916412
250,88343,131408,0,846,0.9018335044384003
251,83327,118966,0,2899,0.9138954877853394
252,82303,70487,0,47,0.9127507209777832
253,121830,84018,0,63,0.9061560928821564
254,118330,188502,0,3069,0.8547629415988922
255,108543,91067,0,3452,0.8943053483963013
256,83417,174585,0,422,0.8759616911411285
257,89969,107406,0,5279,0.8916029632091522
258,134441,106321,0,8286,0.8699650168418884
259,90449,95796,0,682,0.8874969780445099
260,88418,98278,0,498,0.8566689491271973
261,129585,118629,0,445,0.8926813304424286
262,138694,116236,0,413,0.8759849369525909
263,73841,120516,0,91,0.8642833530902863
264,129753,96830,0,263,0.9189402461051941
265,122799,75939,0,24377,0.9133981466293335
266,104525,95939,0,728,0.89357128739357
267,121891,112284,0,4,0.8480938673019409
268,122431,95093,0,6032,0.9063587784767151
269,105251,114301,0,3364,0.8925033509731293
270,115018,124484,0,2773,0.8898735642433167
271,126337,86334,0,44,0.8874813616275787
272,122528,78413,0,39,0.9017572104930878
273,122167,71906,0,94,0.9112432301044464
274,73914,97314,0,1095,0.9259893000125885
275,132928,83386,0,30802,0.8931031823158264
276,133572,87742,0,1264,0.8931269645690918
277,97101,119317,0,1539,0.8705437779426575
278,137750,104071,0,480,0.9045278429985046
279,129964,129047,0,5,0.9071584641933441
280,77795,95000,0,2044,0.9116631150245667
281,130652,134630,0,726,0.87073615193367
282,110065,82002,0,18,0.8821328282356262
283,78687,107085,0,52596,0.8785580098628998
284,118485,123606,0,23170,0.8656246960163116
285,79156,82196,0,37600,0.9287556707859039
286,134161,85299,0,1273,0.9113466143608093
287,134521,109873,0,35699,0.9322065114974976
288,91413,121300,0,15379,0.883156418800354
289,85887,118731,0,28132,0.8673228323459625
290,134318,115116,0,295,0.8829773366451263
291,87588,133964,0,392,0.9463997483253479
292,127335,94155,0,352,0.9165486991405487
293,74716,70362,0,110,0.9252378344535828
294,130095,130095,1,1,0.8783242106437683
295,92236,119901,0,1355,0.873418778181076
296,77672,127553,0,4,0.905014842748642
297,88817,86099,0,4,0.9155716300010681
298,105681,90688,0,1027,0.8611588478088379
299,85182,107392,0,1918,0.932897537946701
300,131505,186474,0,3527,0.8909434378147125
301,71963,131396,0,28,0.8746304214000702
302,139265,111483,0,20810,0.8820112347602844
303,124390,86391,0,3,0.933954656124115
304,75776,82299,0,2080,0.8979830145835876
305,121206,81740,0,144,0.9131889045238495
306,81399,114515,0,38,0.8703336417675018
307,70372,121300,0,8651,0.8696333169937134
308,88881,108657,0,37859,0.9044698774814606
309,89000,89000,1,1,0.9234505593776703
310,136995,88244,0,15429,0.8760378956794739
311,134386,181495,0,1448,0.9424466788768768
312,112471,77792,0,2490,0.8818832635879517
313,108948,92145,0,2,0.893547534942627
314,84646,81679,0,79,0.8674647212028503
315,130589,138209,0,1038,0.8673096895217896
316,133950,115575,0,9087,0.8841752111911774
317,138999,134388,0,132,0.9313431084156036
318,115766,94289,0,110,0.8818485140800476
319,107300,107601,0,2390,0.8859014213085175
320,111893,114624,0,177,0.9377753734588623
321,133714,91647,0,15459,0.8905467391014099
322,87143,87143,1,1,0.920506477355957
323,89503,123466,0,2,0.837693989276886
324,75990,123368,0,8378,0.8936658799648285
325,82592,107044,0,232,0.9109991192817688
326,103742,96345,0,7420,0.8681575655937195
327,112730,127553,0,4198,0.9079851508140564
328,108716,89604,0,4,0.895143449306488
329,125652,119890,0,4509,0.8580011427402496
330,75016,93097,0,1155,0.885241836309433
331,128693,91737,0,542,0.9211633801460266
332,114816,137103,0,2044,0.8811768889427185
333,129661,107316,0,3714,0.8828822672367096
334,82711,108554,0,23,0.8942356109619141
335,89530,104924,0,51,0.9110300242900848
336,105419,124861,0,75,0.8999642729759216
337,117284,117284,1,1,0.9409558176994324
338,124091,179793,0,5966,0.8741069138050079
339,114898,78610,0,46,0.9225704669952393
340,92545,85684,0,24,0.8512756824493408
341,138144,100655,0,2,0.9318211078643799
342,118702,111086,0,1699,0.9029751718044281
343,130341,94133,0,155,0.9320265650749207
344,79556,115639,0,3964,0.9007217586040497
345,89399,104979,0,101,0.8628795444965363
346,119684,72752,0,106,0.8581937551498413
347,135930,135930,1,1,0.9611148834228516
348,119652,91719,0,9,0.9124549329280853
349,134476,71572,0,33150,0.8570196032524109
350,91475,94009,0,3,0.9336020946502686
351,135418,101139,0,552,0.916868269443512
352,98475,116166,0,233,0.9104412198066711
353,89238,119136,0,318,0.8900125324726105
354,104939,79263,0,2,0.8807873427867889
355,90834,139268,0,2398,0.9393109083175659
356,99405,77981,0,82,0.9182523488998413
357,113637,79115,0,12121,0.9036907255649567
358,131002,189102,0,5,0.8989775478839874
359,124886,87695,0,239,0.8822001218795776
360,70444,87758,0,40,0.9453352987766266
361,113884,123368,0,4423,0.9033287763595581
362,101816,70276,0,12,0.9328106045722961
363,117545,116134,0,3,0.9229938089847565
364,94457,87615,0,3653,0.8579352498054504
365,97206,181047,0,522,0.8651919960975647
366,112797,111086,0,6315,0.8924103081226349
367,133370,77003,0,13857,0.8972435891628265
368,108023,84018,0,337,0.8987922966480255
369,129845,116393,0,7099,0.8633944690227509
370,95242,129670,0,72,0.8940259516239166
371,97104,93494,0,220,0.885123997926712
372,111654,106309,0,515,0.8888624906539917
373,119649,136740,0,214,0.8615235388278961
374,117200,117796,0,2738,0.8986864984035492
375,75449,77454,0,122,0.9082646369934082
376,89780,115116,0,321,0.8763565421104431
377,114007,128083,0,15044,0.9026139974594116
378,98837,123645,0,598,0.9090240895748138
379,90629,179411,0,2706,0.8760884404182434
380,75108,108153,0,701,0.885841965675354
381,97865,73766,0,5,0.8823866546154022
382,112164,112164,1,1,0.9206154346466064
383,130049,96731,0,2133,0.8890042006969452
384,118306,106870,0,2986,0.9163993000984192
385,122553,122368,0,289,0.861735463142395
386,102790,113500,0,4115,0.8764449059963226
387,131581,72919,0,2050,0.9324755966663361
388,120368,185122,0,26,0.9397182166576385
389,118482,90658,0,4193,0.879196047782898
390,117498,190674,0,1497,0.8741612434387207
391,95459,87115,0,24852,0.8641539812088013
392,101341,112944,0,20,0.8879646360874176
393,98271,75260,0,20969,0.888826310634613
394,75038,82323,0,1181,0.8782315254211426
395,121734,137561,0,4162,0.9072316288948059
396,79767,86925,0,11625,0.921186625957489
397,138569,71490,0,598,0.8847985565662384
398,109815,76005,0,188,0.8598624169826508
399,110317,123374,0,12065,0.8749212026596069
400,110936,89923,0,864,0.8962731659412384
401,125054,105933,0,6196,0.8956075608730316
402,91791,106405,0,50,0.8564847111701965
403,88864,106197,0,249,0.9049534201622009
404,103134,113411,0,244,0.9282100200653076
405,83345,126268,0,897,0.9256045520305634
406,104848,86603,0,413,0.88620525598526
407,98919,104901,0,17,0.9085714221000671
408,74884,100324,0,11930,0.8916420936584473
409,128032,76289,0,172,0.9528810083866119
410,91270,80819,0,56,0.903297483921051
411,110740,192210,0,35,0.9167121648788452
412,98602,133649,0,43478,0.8771788477897644
413,122733,115283,0,1162,0.8992101550102234
414,71525,126803,0,79,0.923445075750351
415,114920,181815,0,54,0.8957381844520569
416,109306,77514,0,16290,0.8744837939739227
417,101797,113570,0,132,0.8788461089134216
418,110097,71386,0,5343,0.8992112278938293
419,139197,128825,0,459,0.8960803747177124
420,76273,132435,0,10195,0.8452066779136658
421,111237,76885,0,7017,0.8968607187271118
422,116230,137108,0,9162,0.8735538423061371
423,127362,127362,1,1,0.8851501643657684
424,109090,90580,0,3197,0.8980606198310852
425,131108,84107,0,18898,0.8885099589824677
426,92186,70420,0,212,0.9347846508026123
427,117342,91790,0,515,0.9102509617805481
428,72778,76811,0,57,0.9187102019786835
429,106319,85101,0,266,0.9008066952228546
430,101496,91596,0,1421,0.8701772689819336
431,111057,100828,0,2087,0.9031051993370056
432,139754,119060,0,3126,0.9144165813922882
433,119573,72965,0,107,0.8878782093524933
434,105036,105036,1,1,0.9154468178749084
435,136231,114632,0,2664,0.9282313883304596
436,119561,125200,0,230,0.9188154637813568
437,98785,79560,0,5643,0.8559148907661438
438,138816,106655,0,10893,0.8873628377914429
439,95410,113411,0,95,0.929687887430191
440,91429,85432,0,10577,0.8595707416534424
441,136008,112784,0,38,0.9227912425994873
442,112492,138562,0,4525,0.8752869665622711
443,112848,112848,1,1,0.864075094461441
444,98358,91036,0,1078,0.8828179240226746
445,83861,116762,0,1775,0.8949668705463409
446,88079,71724,0,279,0.9368312358856201
447,76076,119384,0,29254,0.8914525210857391
448,81342,95916,0,17537,0.8560026288032532
449,136972,118822,0,220,0.8714028596878052
450,108823,108823,1,1,0.9148478806018829
451,126146,126146,1,1,0.8750713467597961
452,139985,100324,0,192,0.9056502282619476
453,83476,86825,0,585,0.8893098533153534
454,90038,88478,0,426,0.9294118881225586
455,94716,106309,0,122,0.8711950480937958
456,139144,111005,0,1677,0.891023188829422
457,114372,90392,0,1666,0.8981224298477173
458,82412,171002,0,3,0.9320479333400726
459,81693,87637,0,280,0.9242361783981323
460,97522,130372,0,77,0.9315584301948547
461,125948,98811,0,43,0.8782463073730469
462,136722,71703,0,5128,0.8967530131340027
463,128452,127553,0,1240,0.9014116525650024
464,93825,82034,0,11,0.8874114751815796
465,120623,123212,0,3737,0.9195053577423096
466,113659,71565,0,32,0.9307813346385956
467,84359,119140,0,10,0.8861289620399475
468,92406,92406,1,1,0.8824297189712524
469,123014,98012,0,518,0.9052768349647522
470,126038,82034,0,800,0.880648136138916
471,134325,88765,0,10429,0.8733600676059723
472,86045,197020,0,980,0.8848108947277069
473,110031,115474,0,10952,0.8738303184509277
474,110207,106655,0,2771,0.8720969557762146
475,97056,196995,0,513,0.9340791702270508
476,103558,123699,0,504,0.8950833976268768
477,76093,75122,0,990,0.8726983368396759
478,94177,98888,0,237,0.9109584987163544
479,76443,125197,0,222,0.9051311612129211
480,84111,81563,0,4098,0.9072973430156708
481,117608,90417,0,265,0.9116826057434082
482,106542,115402,0,119,0.9047868251800537
483,125561,84938,0,78,0.85126593708992
484,71129,126663,0,22,0.8316681981086731
485,130570,103223,0,53367,0.9151075184345245
486,76319,93730,0,345,0.8914426565170288
487,97432,128430,0,2689,0.9126430153846741
488,79797,94003,0,10954,0.8569997251033783
489,110596,134699,0,5955,0.891499787569046
490,119831,105114,0,2381,0.8799662590026855
491,121459,116821,0,2291,0.8916062414646149
492,104707,88519,0,4,0.8812030255794525
493,80913,71906,0,7520,0.9126897156238556
494,87173,191548,0,31,0.878973513841629
495,135371,89999,0,399,0.915054202079773
496,91189,101377,0,11444,0.8376355469226837
497,135428,84018,0,2663,0.8868941962718964
498,83722,110045,0,550,0.8564384281635284
499,106497,115575,0,409,0.8905548751354218
500,90648,133042,0,3333,0.9052496254444122
501,129944,123212,0,1039,0.9175365567207336
502,133190,70292,0,5,0.902251273393631
503,105764,91162,0,52,0.9202902615070343
504,118620,106565,0,469,0.8776328265666962
505,79383,79383,1,1,0.854772537946701
506,114600,85290,0,6443,0.8763443827629089
507,133440,82939,0,5721,0.8835212886333466
508,105355,121734,0,4,0.8930669128894806
509,101514,74580,0,1129,0.8565399944782257
510,107519,120110,0,283,0.8826182186603546
511,119743,139268,0,395,0.9359857738018036
512,91868,138005,0,9221,0.9197471141815186
513,101493,85338,0,526,0.8873423039913177
514,138203,138203,1,1,0.9149460196495056
515,133561,137052,0,3434,0.8702426254749298
516,99723,123388,0,1381,0.8839434385299683
517,138738,83343,0,26,0.9281410574913025
518,82512,74627,0,14,0.8535131812095642
519,91891,86693,0,829,0.8912663757801056
520,87166,118167,0,2,0.899819016456604
521,109065,86108,0,131,0.9287196695804596
522,71452,105801,0,1178,0.8769716024398804
523,77830,180352,0,3867,0.9145566821098328
524,126365,123374,0,1706,0.8896879553794861
525,138137,137690,0,157,0.9045611321926117
526,108194,93467,0,4938,0.9009761810302734
527,93749,129925,0,11523,0.8717487454414368
528,112528,85551,0,109,0.8952733874320984
529,126674,139268,0,1289,0.9271672964096069
530,124862,72939,0,946,0.8862039744853973
531,106292,74767,0,3066,0.8721369504928589
532,92153,97220,0,9,0.908689022064209
533,129183,75854,0,70,0.9254215359687805
534,73700,73700,1,1,0.9048832952976227
535,83469,71202,0,677,0.8779484927654266
536,87926,91218,0,1682,0.8615739345550537
537,106704,111506,0,2421,0.8778054416179657
538,106262,198218,0,2,0.9490990936756134
539,77495,79869,0,10,0.8463168442249298
540,100644,86899,0,20,0.9030773937702179
541,127448,128053,0,10,0.877881795167923
542,75687,185856,0,223,0.8740268051624298
543,138438,129034,0,91,0.8790857791900635
544,99215,88197,0,78,0.8866492211818695
545,71009,105311,0,21330,0.8639755249023438
546,124856,100412,0,666,0.8748807609081268
547,120817,94947,0,3668,0.8712379038333893
548,108528,127643,0,1210,0.881373405456543
549,134862,71202,0,264,0.8969969153404236
550,113059,127643,0,1445,0.88780277967453
551,106717,115236,0,232,0.8589083552360535
552,139504,111332,0,183,0.8853709399700165
553,98048,111119,0,180,0.8755874633789062
554,73445,106412,0,2,0.8938331305980682
555,99377,82150,0,81,0.8917403519153595
556,94605,171950,0,12325,0.9031592905521393
557,112427,80181,0,62,0.8960362076759338
558,106286,116491,0,365,0.8989591598510742
559,135612,90037,0,14,0.9356529116630554
560,112684,75311,0,571,0.8580298721790314
561,95118,78830,0,167,0.90675488114357
562,114037,81688,0,217,0.8448343575000763
563,133890,77586,0,17234,0.8642646074295044
564,99165,73925,0,2654,0.8960253596305847
565,119192,87749,0,727,0.9390071928501129
566,119247,117796,0,15457,0.8910140097141266
567,108933,95712,0,6502,0.8679409027099609
568,83542,132575,0,542,0.9238762259483337
569,110286,139900,0,72499,0.8660813570022583
570,97199,87614,0,637,0.896924614906311
571,121958,95736,0,1346,0.8945682644844055
572,77856,113657,0,10631,0.8694439232349396
573,139738,111665,0,1023,0.9054116904735565
574,93816,86979,0,97,0.9374341070652008
575,121525,77854,0,132,0.9349285066127777
576,116905,127553,0,4647,0.9086410999298096
577,122758,94026,0,10126,0.8760151565074921
578,97693,139549,0,6,0.8644078373908997
579,104884,108612,0,2383,0.9099332690238953
580,131549,128305,0,427,0.9377643465995789
581,72486,85338,0,5301,0.8736841380596161
582,92844,182106,0,7,0.883237898349762
583,78143,99013,0,121,0.8901425302028656
584,118751,90938,0,581,0.9010103642940521
585,106610,100918,0,564,0.8689974546432495
586,71247,136115,0,230,0.8803213536739349
587,121655,139939,0,3,0.8908087909221649
588,85941,198150,0,2,0.9424331486225128
589,83168,77158,0,97,0.8878275156021118
590,111117,111117,1,1,0.9368259310722351
591,110117,124159,0,2063,0.8645871877670288
592,127036,122318,0,1474,0.8895675837993622
593,118946,115836,0,31476,0.8699263632297516
594,120396,126510,0,1007,0.8952870070934296
595,139409,117796,0,5926,0.8982023000717163
596,82095,103615,0,46,0.9213071465492249
597,132561,121734,0,3161,0.8750913143157959
598,96536,132463,0,628,0.8760119378566742
599,121685,172725,0,12,0.9283148348331451
600,78626,113411,0,258,0.9125270545482635
601,112604,76246,0,4,0.8933143317699432
602,138262,131705,0,1583,0.9199398159980774
603,73854,128589,0,306,0.8558984398841858
604,108378,183978,0,3499,0.9062430560588837
605,74729,75179,0,3,0.8959740400314331
606,95254,127553,0,865,0.9095655083656311
607,99066,82540,0,5,0.8914678692817688
608,85925,122865,0,5894,0.8589602410793304
609,124509,111513,0,709,0.8982295393943787
610,97474,196992,0,556,0.9361558556556702
611,116544,126268,0,1235,0.9278132319450378
612,118146,76666,0,13088,0.8927927315235138
613,77084,77068,0,75,0.9038605690002441
614,103230,85430,0,2756,0.9025010764598846
615,135721,124159,0,555,0.8599288463592529
616,77293,119140,0,40434,0.8992112278938293
617,126866,76321,0,17102,0.8604685664176941
618,123762,86994,0,4,0.9000503420829773
619,78538,188700,0,20194,0.8918461501598358
620,72561,84390,0,413,0.8676514625549316
621,97963,99584,0,132,0.884919285774231
622,70245,92411,0,2970,0.8757914900779724
623,127497,97298,0,57690,0.8977817595005035
624,136372,136372,1,1,0.9151910841464996
625,128251,114541,0,272,0.9472618103027344
626,108856,78025,0,1353,0.8959401249885559
627,111421,123938,0,30472,0.8849072158336639
628,123124,100215,0,769,0.8880748152732849
629,85151,89618,0,2552,0.9354027807712555
630,119345,129496,0,18503,0.8797954320907593
631,91778,91883,0,419,0.8930704593658447
632,85828,79041,0,3,0.901962161064148
633,133052,134437,0,3,0.9274313151836395
634,77792,110423,0,25,0.884556770324707
635,114381,91218,0,5659,0.8881351053714752
636,111754,110048,0,3053,0.8673220276832581
637,88792,77881,0,2281,0.8713374137878418
638,92543,87973,0,19083,0.8555415272712708
639,83274,113148,0,3617,0.896991491317749
640,103749,133778,0,285,0.8721370697021484
641,133497,123645,0,1348,0.9235874712467194
642,126945,126010,0,4,0.8614908158779144
643,132821,110603,0,4,0.8604290783405304
644,122224,120366,0,657,0.8740354776382446
645,128608,114445,0,617,0.9303012788295746
646,92095,75183,0,2689,0.868326336145401
647,112840,112840,1,1,0.9160005748271942
648,100727,138527,0,3,0.8813934624195099
649,119206,117407,0,6484,0.9026286900043488
650,72833,81892,0,2398,0.8957140743732452
651,81057,114753,0,131,0.9188632667064667
652,82213,99971,0,1452,0.9063111841678619
653,114520,100125,0,874,0.8877093493938446
